Term	Type	POS (most common)	WN2.0 Name	WordNet SenseKey	WN2.0 Synset	WordNet gloss	WordNet example usage
sour	act	v	turn_v17	sour%2:30:01::	200445393	go sour or spoil; 	The milk has soured; The wine worked; The cream has turned--we have to throw it out
sour	quality	v	turn_v17	sour%2:30:01::	200445393	go sour or spoil; 	The milk has soured; The wine worked; The cream has turned--we have to throw it out
source	role	n	source_n1	source%1:15:00::	107989929	the place where something begins, where it springs into being; 	the Italian beginning of the Renaissance; Jupiter was the origin of the radiation; Pittsburgh is the source of the Ohio River; communism's Russian root
souring	der	n	souring_n1	souring%1:22:00::	112794997	the process of becoming sour	
south	dirn	adj	south_a1	south%3:00:00::	301552460	situated in or facing or moving toward or coming from the south; 	the south entrance
southern	dirn	adj	southern_a1	southern%3:00:02::	301556600	in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line; 	southern hospitality; southern cooking; southern plantations
southwest	dirn	n	southwest_n1	southwest%1:24:00::	113051357	the compass point midway between south and west; at 225 degrees	
space	loc	n	space_n1	space%1:03:00::	100023929	the unlimited expanse in which everything is located; 	they tested his ability to locate objects in space
span	act	v	span_v1	span%2:42:00::	202604552	to cover or extend over an area or time period; 	Rivers traverse the valley floor, The parking lot spans 3 acres; The novel spans three centuries
spans	der						
speaker	human	n	speaker_n1	speaker%1:18:00::	109937050	someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous); 	the speaker at commencement; an utterer of useful maxims
speaks	der						
special	quality	adj	special_s2	special%5:00:00:extraordinary:00	301628058	for a special service or occasion; 	a special correspondent; a special adviser to the committee; had to get special permission for the event
specialized	state	adj	specialized_a1	specialized%3:00:00::	302195069	developed or designed for a special activity or function; 	a specialized tool
specie	?	n	specie_n1	specie%1:21:00::	112629354	coins collectively	
species	?	n	species_n1	species%1:14:00::	107618709	(biology) taxonomic group whose members can interbreed	
specific	quality	adj	specific_a1	specific%3:00:00::	301060262	(sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique; 	rules with specific application; demands specific to the job; a specific and detailed account of the accident
specimen	?	n	specimen_n1	specimen%1:09:00::	105485066	an example regarded as typical of its class	
speed	att	n	velocity_n1	speed%1:28:00::	114417987	distance travelled per unit time	
spin	act	v	spin_v1	spin%2:38:01::	201988466	revolve quickly and repeatedly around one's own axis; 	The dervishes whirl around and around without getting dizzy
spinal	quality	adj	spinal_a1	spinal%3:01:00::	302748547	of or relating to the spine or spinal cord; 	spinal cord; spinal injury
spine	bpart	n	spine_n1	spine%1:08:00::	105268544	the series of vertebrae forming the axis of the skeleton and protecting the spinal cord; 	the fall broke his back
spinning	der	adj	whirling_s2	spinning%5:00:00:moving:02	301515098	rotating rapidly about an axis; 	a spinning top; the whirling dance of the Dervish
sponge	obj	v	sponge_v1	sponge%2:35:00::	201352229	wipe with a sponge, so as to clean or moisten	
spoon	obj	n	spoon_n1	spoon%1:06:00::	104119292	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	
sport	abs	n	sport_n1	sport%1:04:00::	100407449	an active diversion requiring physical exertion and competition	
spot	obj	n	place_n1	spot%1:15:01::	108134869	a point located with respect to surface features of some region; 	this is a nice place for a picnic
spotted	quality	adj	spotted_s1	spotted%5:00:00:patterned:00	301730003	having spots or patches (small areas of contrasting color or texture); 	a field patched with ice and snow; a black-and-white spotted cow
spread	act	v	spread_v1	spread%2:35:00::	201338470	distribute or disperse widely; 	The invaders spread their language all over the country
spring	time	n	spring_n1	spring%1:28:00::	114375839	the season of growth; 	the emerging buds were a sure sign of spring; he will hold office until the spring of next year
sprinkle	act	v	sprinkle_v1	sprinkle%2:35:01::	201336176	distribute loosely; 	He scattered gun powder under the wagon
sprouting	der	n	sprouting_n1	sprouting%1:22:00::	112724491	the process whereby seeds or spores sprout and begin to grow	
squirrel	animal	n	squirrel_n1	squirrel%1:05:00::	102269269	a kind of arboreal rodent having a long bushy tail	
stability	quality	n	stability_n1	stability%1:07:00::	104562578	the quality or attribute of being firm and steadfast	
stage	obj	n	stage_n1	stage%1:28:00::	114425301	any distinct time period in a sequence of events; 	we are in a transitional stage in which many former ideas must be revised or rejected
stalk	bpart	v	stalk_v1	stalk%2:38:00::	201868187	walk stiffly	
stamen	ppart	n	stamen_n1	stamen%1:20:00::	110930095	the male reproductive organ of a flower	
stance	?	n	stance_n1	stance%1:07:00::	104805678	standing posture	
stand	act	v	stand_v1	stand%2:35:00::	201503339	be standing; be upright; 	We had to stand for the entire performance!
standard	abs	adj	standard_a1	standard%3:00:02::	302214505	conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind; 	windows of standard width; standard sizes; the standard fixtures; standard brands; standard operating procedure
staple	act	n	staple_n1	staple%1:06:00::	102703151	(usually plural) a necessary commodity for which demand is constant	
staple	obj	n	staple_n1	staple%1:06:00::	102703151	(usually plural) a necessary commodity for which demand is constant	
star	obj	n	star_n1	star%1:17:00::	108850126	(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior	
start	act	v	begin_v1	start%2:30:00::	200334609	take the first step or steps in carrying out an action; 	We began working at dawn; Who will start?; Get working as soon as the sun rises!; The first tourists began to arrive in Cambodia; He began early in the day; Let's get down to work now
state	state	n	state_n1	state%1:14:01::	107682724	the group of people comprising the government of a sovereign state; 	the state has lowered its income tax
statement	?	n	statement_n1	statement%1:10:00::	106308607	a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc; 	according to his statement he was in London on that day
static	?	adj	static_s1	static%5:00:00:undynamic:00	300776635	not active or moving; 	a static village community and a completely undynamic type of agriculture; static feudal societies
stay	act	n	stay_n1	stay%1:04:00::	100992931	continuing or remaining in a place or state; 	they had a nice stay in Paris; a lengthy hospital stay; a four-month stay in bankruptcy court
staying	der						
steam	act	n	steam_n1	steam%1:27:00::	114201519	water at boiling temperature diffused in the atmosphere	
steam	obj	n	steam_n1	steam%1:27:00::	114201519	water at boiling temperature diffused in the atmosphere	
steel	mater	n	steel_n1	steel%1:27:00::	113959187	an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range	
stem	bpart	n	stem_n1	stem%1:10:01::	105912996	(linguistics) the form of a word after all affixes are removed; 	thematic vowels are part of the stem
step	?	n	step_n1	step%1:04:02::	100164617	any maneuver made as part of progress toward a goal; 	the situation called for strong measures; the police took steps to reduce crime
stick	bpart	n	stick_n1	stick%1:06:00::	104151342	implement consisting of a length of wood; 	he collected dry sticks for a campfire; the kid had a candied apple on a stick
still	adv	r	still_r1	still%4:02:01::	400031810	with reference to action or condition; without change, interruption, or cessation; 	it's still warm outside; will you still love me when we're old and grey?
stimulus	abs	n	stimulus_n1	stimulus%1:09:00::	105490438	any stimulating information or event; acts to arouse action	
stomach	bpart	n	stomach_n1	stomach%1:08:00::	105087909	an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion	
stop	act	v	stop_v1	stop%2:38:00::	201806883	come to a halt, stop moving; 	the car stopped; She stopped in front of a store window
stopwatch	tool	n	stopwatch_n1	stopwatch%1:06:00::	104161371	a timepiece that can be started or stopped for exact timing (as of a race)	
storage	behavior	n	storage_n1	storage%1:04:01::	100761420	the act of storing something	
store	act	n	store_n1	store%1:06:00::	104042110	a mercantile establishment for the retail sale of goods or services; 	he bought it at a shop on Cape Cod
stored	der	adj	stored_a1	stored%3:44:00::	302987667	accumulated until needed; 	stored energy in the condenser; the computer can use stored information
storing	der						
storm	behavior	n	storm_n1	storm%1:19:00::	110722776	a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening	
story	obj	n	story_n1	story%1:10:03::	106777710	a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program; 	his narrative was interesting; Disney's stories entertain adults as well as children
stove	tool	n	stove_n1	stove%1:06:01::	104163507	a kitchen appliance used for cooking food; 	dinner was already on the stove
straight	quality	r	directly_r1	straight%4:02:05::	400053281	without deviation; 	the path leads directly to the lake; went direct to the office
strand	obj	v	strand_v1	strand%2:40:00::	202163961	leave stranded or isolated withe little hope og rescue; 	the travellers were marooned
strategy	abs	n	strategy_n1	strategy%1:09:00::	105561648	an elaborate and systematic plan of action	
street	loc	n	street_n1	street%1:06:00::	104167561	a thoroughfare (usually including sidewalks) that is lined with buildings; 	they walked the streets of the small town; he lives on Nassau Street
strength	att	n	strength_n1	strength%1:07:00::	104761885	the property of being physically or mentally strong; 	fatigue sapped his strength
strengthened	state	adj	reinforced_s1	strengthened%5:00:00:strong:00	302241790	given added strength or support; 	reinforced concrete contains steel bars or metal netting
